YEAR_WEEK,PERIOD,DATE,RED_BULL_sales_litres,RED_BULL_DWD,RED_BULL_price,RED_BULL_pct_vol_promo,RED_BULL_vol_deal,COMPETITOR_sales_litres,COMPETITOR_DWD,COMPETITOR_price,COMPETITOR_pct_vol_promo,COMPETITOR_vol_deal,ConsAct_Total,CANS_SAMPLED_PRODUCTHIERARCHY,CANS_SEEDED_PRODUCTHIERARCHY,paid_grp_tv,paid_imp_disp,paid_imp_sem,paid_imp_social,paid_imp_webtv,paid_spend_cinema,paid_spend_ooh,paid_imp_social_camp1,paid_imp_social_camp2,paid_imp_social_camp3,paid_imp_social_camp4,paid_imp_social_camp5,paid_imp_webtv_camp1,paid_imp_webtv_camp2,paid_imp_webtv_camp3,Earned_sports_athletes_contacts,Earned_motorsports_athletes_contacts,managed_engvdv_culture,managed_engvdv_motorsports,managed_engvdv_sports,owned_sessions
2021-W11,11,1970-01-01 00:00:00.000043540,296293.1605690553,75.4825107090943,1.0138732059489644,41.368122848361665,22213.662,519004.5895750827,62.173230867602,0.4957441224257229,35.8491432254812,72583.62933333333,184.96699758385262,49.95567446124247,80.20539333994878,0.0,7601771.37488,3854.1963308913696,486139.564728,4743882.867285,0.0,33112.793649762774,426124.588287,0.0,60014.976441000006,0.0,0.0,2380406.7115800004,0.0,2363476.1557050003,94327.60318577396,9160604.026891474,1.0973016989322444,0.3835341977639454,1.524516748220742,0.007056967234272195
2021-W12,12,1970-01-01 00:00:00.000043547,290699.07120594656,75.4785864545633,1.029341720908407,37.2543607871376,18473.682666666668,511049.7920946647,60.06764463817299,0.5098595452651071,38.30152622460113,73066.20266666666,602.924553522588,35.59482890047749,0.0,0.0,5775180.191132641,3058.80063544692,414482.90905500005,2942098.104894,0.0,14386.266712827559,265440.36303300003,0.0,149042.546022,0.0,0.0,1908405.7150200002,0.0,1033692.3898740001,345712.52054416965,18941697.374963425,0.682986828375991,0.9895892000505173,1.7524517937345032,0.006555813658391729
2021-W13,13,1970-01-01 00:00:00.000043554,318040.0603697591,75.2577467625143,1.0292353031798642,32.165524959109334,19438.422000000002,530501.0131941314,58.6781410704725,0.5205708145926643,33.2496391704354,66817.51933333333,125.29740399475035,41.9093042603818,91.41064621437026,0.0,2094272.9386275674,2976.954531520457,285287.881926,1614258.981075,3860.9904629877487,0.0,229054.880865,0.0,56233.001061,0.0,0.0,1614258.981075,0.0,0.0,125723.72766702925,13072139.105242202,2.144561188567925,0.41225132701337575,1.1678098106031078,0.0065265133648373845
2021-W14,14,1970-01-01 00:00:00.000043561,309257.5318403741,74.512951303197,1.0731913870062215,29.099371246688197,16825.130666666668,547617.0130666139,60.4011437167389,0.514362733346475,35.03539161000507,75529.068,283.4973608952549,66.79754349919342,0.0,0.0,703444.0628991594,3290.373687846063,308179.302111,96711.915405,7784.329353374933,0.0,153306.101658,0.0,52807.630626000006,0.0,102065.569827,96711.915405,0.0,0.0,60185.269313787416,12975790.968649883,2.414882168903019,0.7262489080357402,0.6011265977493819,0.006179652086228657
2021-W15,15,1970-01-01 00:00:00.000043568,307799.9187784168,75.2047969095466,1.035312026485257,41.5244854066688,24684.714666666667,515601.4381283279,61.473326699062596,0.5172860815767529,35.36148888719914,67794.43800000001,584.5070039682389,111.5412657519481,0.0,0.0,892503.6143279045,2996.6029164442302,423794.55120600003,253118.844282,1914.187161058401,0.0,348740.660901,0.0,7441.592733,0.0,67612.29757200001,253118.844282,0.0,0.0,312553.7296381,25278492.647230353,0.8888360762647497,0.36461447203591113,0.7449650056649145,0.007116245284815666
2021-W16,16,1970-01-01 00:00:00.000043575,298758.80070719257,73.6697085032863,1.0316660740935715,33.068120026279935,15507.276666666667,532024.0107363577,63.9807942035647,0.502126028958415,39.31042722940406,86070.198,435.09140261489006,98.3707078987482,278.0984531706831,0.0,915841.8085321281,2930.5032121642453,463759.16924400005,576084.4923510001,0.0,0.0,417310.230096,0.0,120.395064,0.0,46328.544084,576084.4923510001,0.0,0.0,0.0,9049701.092529865,0.8014523064530965,0.3832775876054658,1.288247216922343,0.004766293995413359
2021-W17,17,1970-01-01 00:00:00.000043582,316883.98192398425,73.0755844682798,1.038022319304093,21.192331930732,10477.512,553157.6285291562,65.4114465576726,0.510369046167755,41.07199930745067,97899.95,215.6851584219246,85.84465621597182,84.14910913942029,0.0,187979.7921800468,3238.850277163415,573759.689838,22838.420184000002,0.0,0.0,531014.861871,0.0,3779.3580960000004,0.0,38965.469871,22838.420184000002,0.0,0.0,0.0,24768056.590641458,0.6685742203072853,1.176492138612037,1.1554216531732096,0.006023835496228651
2021-W18,18,1970-01-01 00:00:00.000043589,341054.49564549065,74.074072993704,1.0070567414966785,35.05716889890886,22392.491333333335,557269.1566918091,63.640763234614795,0.5179819565861065,37.0012259825338,88459.72066666668,520.4738968419407,122.45734678365257,128.09813230176405,0.0,0.0,2646.59369798845,448503.020808,20883.309036000002,5419.191239168489,0.0,413179.501623,0.0,2102.333373,0.0,33221.185812,20883.309036000002,0.0,0.0,115082.34231231565,16297179.44866255,1.5423629535741865,0.25147243679102105,1.2761139195432276,0.005119083079076427
2021-W19,19,1970-01-01 00:00:00.000043596,319385.1295849574,74.4388119540312,1.0289040246168215,40.416860459740995,24978.854000000003,529932.7768689158,59.843271804210005,0.5271732867859485,34.94712414464887,73490.51333333334,524.2208201473203,109.17758248480587,54.15468455412531,0.0,0.0,2606.4167713492952,532672.2569640001,487666.09562100004,5171.214270233863,0.0,451231.539378,0.0,44866.136649,0.0,36574.580937,487666.09562100004,0.0,0.0,20623.862602948422,19965794.94425797,0.988260282810293,1.0106899592217131,1.2025791126776433,0.004870115266793793
2021-W20,20,1970-01-01 00:00:00.000043603,309220.50223101315,72.9562881176369,1.080429740752,31.865488666113198,16760.968666666668,554676.5634133103,58.5900336075386,0.509312783474355,33.191247652474466,77581.80666666667,622.7382824822183,154.17264042968858,169.1230716083647,0.0,0.0,6021.399735467932,442500.934275,492281.67595500004,0.0,0.0,344211.450939,0.0,67947.309924,0.0,30342.173412000004,492281.67595500004,0.0,0.0,1320134.1504647855,3106309.646239404,0.6956767595754652,0.31178505396785755,0.8331290724702686,0.005567394507043844
